N1	N2	time	env	freq1	freq2	abf1	abf2
250.000000	250.000000	0.000000
261.232338	249.323551	0.100000	27.618939	0.511663	0.488337	0.439217	-0.027191
272.954047	248.644069	0.200000	27.618939	0.523303	0.476697	0.438644	-0.027391
285.185031	247.961344	0.300000	27.618939	0.534909	0.465091	0.438046	-0.027602
297.945875	247.275162	0.400000	27.618939	0.546468	0.453532	0.437422	-0.027823
311.257857	246.585297	0.500000	27.618939	0.557967	0.442033	0.436770	-0.028054
325.142952	245.891522	0.600000	27.618939	0.569393	0.430607	0.436090	-0.028297
339.623847	245.193597	0.700000	27.618939	0.580735	0.419265	0.435380	-0.028552
354.723944	244.491278	0.800000	27.618939	0.591981	0.408019	0.434639	-0.028819
370.467368	243.784311	0.900000	27.618939	0.603120	0.396880	0.433866	-0.029099
386.878971	243.072435	1.000000	27.618939	0.614141	0.385859	0.433059	-0.029391
403.630893	242.355466	1.100000	27.376609	0.624829	0.375171	0.423475	-0.029690
421.072790	241.633220	1.200000	27.376609	0.635384	0.364616	0.422617	-0.030003
439.229943	240.905424	1.300000	27.376609	0.645798	0.354202	0.421724	-0.030330
458.128287	240.171799	1.400000	27.376609	0.656062	0.343938	0.420794	-0.030671
477.794395	239.432057	1.500000	27.376609	0.666170	0.333830	0.419825	-0.031027
498.255471	238.685904	1.600000	27.376609	0.676113	0.323887	0.418817	-0.031399
519.539334	237.933036	1.700000	27.376609	0.685886	0.314114	0.417768	-0.031787
541.674401	237.173143	1.800000	27.376609	0.695482	0.304518	0.416676	-0.032192
564.689662	236.405906	1.900000	27.376609	0.704897	0.295103	0.415541	-0.032614
588.614657	235.631000	2.000000	27.376609	0.714125	0.285875	0.414360	-0.033054
613.273973	234.848140	2.100000	27.288411	0.723096	0.276904	0.409788	-0.033508
638.887074	234.057035	2.200000	27.288411	0.731876	0.268124	0.408523	-0.033981
665.484093	233.257345	2.300000	27.288411	0.740462	0.259538	0.407209	-0.034473
693.095540	232.448723	2.400000	27.288411	0.748852	0.251148	0.405845	-0.034984
721.752255	231.630813	2.500000	27.288411	0.757043	0.242957	0.404428	-0.035517
751.485351	230.803254	2.600000	27.288411	0.765035	0.234965	0.402958	-0.036070
782.326155	229.965681	2.700000	27.288411	0.772827	0.227173	0.401433	-0.036645
814.306144	229.117720	2.800000	27.288411	0.780417	0.219583	0.399851	-0.037242
847.456872	228.258993	2.900000	27.288411	0.787807	0.212193	0.398210	-0.037862
881.809889	227.389119	3.000000	27.288411	0.794997	0.205003	0.396510	-0.038506
920.582733	226.506998	3.100000	28.375432	0.802538	0.197462	0.429337	-0.039237
960.872190	225.611466	3.200000	28.375432	0.809849	0.190151	0.427341	-0.039998
1002.720824	224.702032	3.300000	28.375432	0.816932	0.183068	0.425266	-0.040790
1046.170901	223.778203	3.400000	28.375432	0.823790	0.176210	0.423112	-0.041612
1091.264230	222.839479	3.500000	28.375432	0.830425	0.169575	0.420876	-0.042467
1138.041987	221.885358	3.600000	28.375432	0.836840	0.163160	0.418557	-0.043355
1186.544537	220.915338	3.700000	28.375432	0.843040	0.156960	0.416151	-0.044277
1236.811236	219.928912	3.800000	28.375432	0.849027	0.150973	0.413657	-0.045233
1288.880228	218.925575	3.900000	28.375432	0.854805	0.145195	0.411074	-0.046224
1342.788223	217.904826	4.000000	28.375432	0.860379	0.139621	0.408399	-0.047251
1395.360302	216.866853	4.100000	27.606704	0.865486	0.134514	0.382734	-0.048251
1449.606539	215.811900	4.200000	27.606704	0.870416	0.129584	0.380042	-0.049283
1505.550081	214.739558	4.300000	27.606704	0.875172	0.124828	0.377267	-0.050348
1563.211966	213.649427	4.400000	27.606704	0.879760	0.120240	0.374405	-0.051447
1622.610926	212.541118	4.500000	27.606704	0.884183	0.115817	0.371458	-0.052579
1683.763177	211.414252	4.600000	27.606704	0.888446	0.111554	0.368423	-0.053746
1746.682221	210.268466	4.700000	27.606704	0.892553	0.107447	0.365300	-0.054947
1811.378632	209.103412	4.800000	27.606704	0.896508	0.103492	0.362088	-0.056183
1877.859856	207.918758	4.900000	27.606704	0.900316	0.099684	0.358788	-0.057453
1946.130008	206.714194	5.000000	27.606704	0.903981	0.096019	0.355398	-0.058758
2015.482777	205.489574	5.100000	27.507339	0.907478	0.092522	0.348431	-0.060084
2086.579392	204.244781	5.200000	27.507339	0.910842	0.089158	0.344901	-0.061444
2159.412223	202.979585	5.300000	27.507339	0.914079	0.085921	0.341285	-0.062837
2233.969683	201.693783	5.400000	27.507339	0.917191	0.082809	0.337582	-0.064264
2310.236083	200.387198	5.500000	27.507339	0.920184	0.079816	0.333795	-0.065724
2388.191487	199.059687	5.600000	27.507339	0.923061	0.076939	0.329924	-0.067217
2467.811599	197.711134	5.700000	27.507339	0.925827	0.074173	0.325970	-0.068742
2549.067655	196.341462	5.800000	27.507339	0.928484	0.071516	0.321935	-0.070298
2631.926340	194.950627	5.900000	27.507339	0.931037	0.068963	0.317819	-0.071886
2716.349729	193.538620	6.000000	27.507339	0.933489	0.066511	0.313627	-0.073504
2800.732969	192.105772	6.100000	27.355266	0.935812	0.064188	0.303821	-0.075120
2886.517603	190.652460	6.200000	27.355266	0.938043	0.061957	0.299561	-0.076763
2973.652620	189.178810	6.300000	27.355266	0.940187	0.059813	0.295233	-0.078432
3062.082709	187.684988	6.400000	27.355266	0.942247	0.057753	0.290842	-0.080126
3151.748328	186.171200	6.500000	27.355266	0.944225	0.055775	0.286389	-0.081844
3242.585811	184.637696	6.600000	27.355266	0.946126	0.053874	0.281877	-0.083584
3334.527495	183.084768	6.700000	27.355266	0.947952	0.052048	0.277311	-0.085345
3427.501877	181.512749	6.800000	27.355266	0.949706	0.050294	0.272694	-0.087126
3521.433801	179.922017	6.900000	27.355266	0.951390	0.048610	0.268029	-0.088925
3616.244666	178.312991	7.000000	27.355266	0.953008	0.046992	0.263321	-0.090741
3699.682275	176.688273	7.100000	26.563280	0.954419	0.045581	0.226037	-0.092328
3783.475170	175.050509	7.200000	26.563280	0.955779	0.044221	0.221880	-0.093922
3867.554991	173.400238	7.300000	26.563280	0.957089	0.042911	0.217709	-0.095521
3951.852436	171.738025	7.400000	26.563280	0.958352	0.041648	0.213528	-0.097124
4036.297489	170.064464	7.500000	26.563280	0.959570	0.040430	0.209339	-0.098729
4120.819649	168.380170	7.600000	26.563280	0.960743	0.039257	0.205146	-0.100335
4205.348170	166.685782	7.700000	26.563280	0.961875	0.038125	0.200954	-0.101941
4289.812294	164.981962	7.800000	26.563280	0.962965	0.037035	0.196765	-0.103545
4374.141493	163.269390	7.900000	26.563280	0.964017	0.035983	0.192583	-0.105146
4458.265699	161.548763	8.000000	26.563280	0.965031	0.034969	0.188411	-0.106743
4553.267030	159.819022	8.100000	27.141048	0.966090	0.033910	0.208494	-0.108556
