N1		N2		time
250.000000	250.000000	0.000000
252.109167	249.325806	0.100000	34.422211
254.233780	248.653214	0.200000	34.422211
256.373908	247.982212	0.300000	34.422211
258.529622	247.312787	0.400000	34.422211
260.700991	246.644926	0.500000	34.422211
262.888083	245.978618	0.600000	34.422211
265.090967	245.313849	0.700000	34.422211
267.309710	244.650607	0.800000	34.422211
269.544380	243.988879	0.900000	34.422211
271.795042	243.328655	1.000000	34.422211
274.193602	242.669889	1.100000	34.395456
276.610363	242.012537	1.200000	34.395456
279.045407	241.356587	1.300000	34.395456
281.498816	240.702028	1.400000	34.395456
283.970670	240.048845	1.500000	34.395456
286.461050	239.397029	1.600000	34.395456
288.970035	238.746566	1.700000	34.395456
291.497703	238.097445	1.800000	34.395456
294.044132	237.449654	1.900000	34.395456
296.609400	236.803181	2.000000	34.395456
299.257813	236.157999	2.100000	34.383461
301.926248	235.514082	2.200000	34.383461
304.614791	234.871418	2.300000	34.383461
307.323521	234.229995	2.400000	34.383461
310.052521	233.589803	2.500000	34.383461
312.801870	232.950829	2.600000	34.383461
315.571648	232.313062	2.700000	34.383461
318.361931	231.676491	2.800000	34.383461
321.172797	231.041105	2.900000	34.383461
324.004322	230.406893	3.000000	34.383461
330.441733	229.773024	3.100000	33.723288
336.996525	229.138648	3.200000	33.723288
343.670413	228.503726	3.300000	33.723288
350.465114	227.868218	3.400000	33.723288
357.382357	227.232084	3.500000	33.723288
364.423875	226.595285	3.600000	33.723288
371.591405	225.957779	3.700000	33.723288
378.886691	225.319526	3.800000	33.723288
386.311480	224.680487	3.900000	33.723288
393.867519	224.040620	4.000000	33.723288
403.277161	223.399503	4.100000	33.429995
412.892495	222.756698	4.200000	33.429995
422.717088	222.112140	4.300000	33.429995
432.754522	221.465763	4.400000	33.429995
443.008397	220.817501	4.500000	33.429995
453.482321	220.167288	4.600000	33.429995
464.179913	219.515057	4.700000	33.429995
475.104799	218.860740	4.800000	33.429995
486.260606	218.204271	4.900000	33.429995
497.650965	217.545582	5.000000	33.429995
511.675600	216.884089	5.100000	33.075881
526.058811	216.219182	5.200000	33.075881
540.807669	215.550752	5.300000	33.075881
555.929264	214.878691	5.400000	33.075881
571.430699	214.202888	5.500000	33.075881
587.319079	213.523232	5.600000	33.075881
603.601506	212.839610	5.700000	33.075881
620.285065	212.151910	5.800000	33.075881
637.376818	211.460020	5.900000	33.075881
654.883792	210.763826	6.000000	33.075881
664.402743	210.064969	6.100000	33.954415
674.028737	209.365153	6.200000	33.954415
683.762059	208.664359	6.300000	33.954415
693.602965	207.962569	6.400000	33.954415
703.551683	207.259766	6.500000	33.954415
713.608415	206.555932	6.600000	33.954415
723.773329	205.851050	6.700000	33.954415
734.046564	205.145105	6.800000	33.954415
744.428228	204.438080	6.900000	33.954415
754.918397	203.729961	7.000000	33.954415
764.373357	203.020963	7.100000	34.046201
773.911086	202.311307	7.200000	34.046201
783.531410	201.600986	7.300000	34.046201
793.234129	200.889991	7.400000	34.046201
803.019019	200.178314	7.500000	34.046201
812.885830	199.465948	7.600000	34.046201
822.834286	198.752887	7.700000	34.046201
832.864086	198.039126	7.800000	34.046201
842.974899	197.324658	7.900000	34.046201
853.166371	196.609478	8.000000	34.046201
857.939863	195.894657	8.100000	34.417007
862.720688	195.181268	8.200000	34.417007
867.508638	194.469308	8.300000	34.417007
872.303503	193.758777	8.400000	34.417007
877.105071	193.049675	8.500000	34.417007
881.913132	192.342002	8.600000	34.417007
886.727472	191.635755	8.700000	34.417007
891.547876	190.930936	8.800000	34.417007
896.374130	190.227544	8.900000	34.417007
901.206015	189.525578	9.000000	34.417007
911.066455	188.824093	9.100000	34.098005
920.990520	188.122142	9.200000	34.098005
930.977650	187.419727	9.300000	34.098005
941.027262	186.716850	9.400000	34.098005
951.138753	186.013512	9.500000	34.098005
961.311496	185.309716	9.600000	34.098005
971.544843	184.605466	9.700000	34.098005
981.838124	183.900765	9.800000	34.098005
992.190644	183.195618	9.900000	34.098005
1002.601691	182.490029	10.000000	34.098005
1021.622817	181.782455	10.100000	33.558422
1040.906599	181.071332	10.200000	33.558422
1060.452938	180.356629	10.300000	33.558422
1080.261580	179.638321	10.400000	33.558422
1100.332115	178.916384	10.500000	33.558422
1120.663969	178.190792	10.600000	33.558422
1141.256405	177.461527	10.700000	33.558422
1162.108517	176.728567	10.800000	33.558422
1183.219225	175.991896	10.900000	33.558422
1204.587276	175.251498	11.000000	33.558422
1221.816462	174.508124	11.100000	33.798389
1239.186729	173.762537	11.200000	33.798389
1256.696232	173.014747	11.300000	33.798389
1274.343041	172.264764	11.400000	33.798389
1292.125139	171.512599	11.500000	33.798389
1310.040423	170.758266	11.600000	33.798389
1328.086701	170.001778	11.700000	33.798389
1346.261698	169.243153	11.800000	33.798389
1364.563052	168.482408	11.900000	33.798389
