N1		N2		time
250.000000	250.000000	0.000000
253.336917	260.526935	0.100000	19.226872
256.708555	271.480737	0.200000	19.226872
260.114845	282.877368	0.300000	19.226872
263.555694	294.733273	0.400000	19.226872
267.030984	307.065391	0.500000	19.226872
270.540570	319.891152	0.600000	19.226872
274.084279	333.228485	0.700000	19.226872
277.661909	347.095820	0.800000	19.226872
281.273228	361.512086	0.900000	19.226872
284.917971	376.496714	1.000000	19.226872
288.254751	392.870039	1.100000	18.875691
291.615981	409.918424	1.200000	18.875691
295.001165	427.666528	1.300000	18.875691
298.409770	446.139639	1.400000	18.875691
301.841219	465.363660	1.500000	18.875691
305.294898	485.365103	1.600000	18.875691
308.770147	506.171070	1.700000	18.875691
312.266259	527.809235	1.800000	18.875691
315.782484	550.307826	1.900000	18.875691
319.318022	573.695595	2.000000	18.875691
323.973127	594.124508	2.100000	19.848834
328.674763	615.211272	2.200000	19.848834
333.422467	636.972201	2.300000	19.848834
338.215732	659.423667	2.400000	19.848834
343.053997	682.582077	2.500000	19.848834
347.936652	706.463842	2.600000	19.848834
352.863033	731.085346	2.700000	19.848834
357.832423	756.462908	2.800000	19.848834
362.844046	782.612752	2.900000	19.848834
367.897071	809.550965	3.000000	19.848834
372.564587	839.299113	3.100000	19.534522
377.259684	870.000773	3.200000	19.534522
381.981130	901.676397	3.300000	19.534522
386.727626	934.346136	3.400000	19.534522
391.497811	968.029773	3.500000	19.534522
396.290253	1002.746653	3.600000	19.534522
401.103456	1038.515613	3.700000	19.534522
405.935855	1075.354902	3.800000	19.534522
410.785815	1113.282110	3.900000	19.534522
415.651636	1152.314076	4.000000	19.534522
419.990306	1195.385870	4.100000	19.166393
424.327943	1239.785730	4.200000	19.166393
428.662441	1285.533827	4.300000	19.166393
432.991626	1332.649068	4.400000	19.166393
437.313259	1381.148971	4.500000	19.166393
441.625035	1431.049527	4.600000	19.166393
445.924586	1482.365071	4.700000	19.166393
450.209484	1535.108143	4.800000	19.166393
454.477239	1589.289351	4.900000	19.166393
458.725309	1644.917233	5.000000	19.166393
463.620089	1697.317628	5.100000	19.577754
468.505982	1750.906153	5.200000	19.577754
473.380513	1805.679732	5.300000	19.577754
478.241161	1861.633255	5.400000	19.577754
483.085365	1918.759495	5.500000	19.577754
487.910524	1977.049045	5.600000	19.577754
492.714002	2036.490251	5.700000	19.577754
497.493137	2097.069158	5.800000	19.577754
502.245238	2158.769457	5.900000	19.577754
506.967597	2221.572448	6.000000	19.577754
510.241689	2296.799813	6.100000	18.769550
513.450507	2373.656466	6.200000	18.769550
516.591058	2452.117004	6.300000	18.769550
519.660376	2532.151734	6.400000	18.769550
522.655529	2613.726601	6.500000	18.769550
525.573625	2696.803143	6.600000	18.769550
528.411829	2781.338470	6.700000	18.769550
531.167363	2867.285265	6.800000	18.769550
533.837521	2954.591808	6.900000	18.769550
536.419677	3043.202028	7.000000	18.769550
540.663213	3114.612855	7.100000	19.707374
544.850729	3186.530439	7.200000	19.707374
548.980038	3258.905641	7.300000	19.707374
553.049015	3331.688025	7.400000	19.707374
557.055605	3404.825995	7.500000	19.707374
560.997830	3478.266935	7.600000	19.707374
564.873788	3551.957359	7.700000	19.707374
568.681664	3625.843064	7.800000	19.707374
572.419730	3699.869291	7.900000	19.707374
576.086348	3773.980882	8.000000	19.707374
579.342932	3852.671624	8.100000	19.547180
582.516829	3931.429938	8.200000	19.547180
585.606682	4010.193492	8.300000	19.547180
588.611253	4088.899970	8.400000	19.547180
591.529422	4167.487266	8.500000	19.547180
594.360190	4245.893681	8.600000	19.547180
597.102682	4324.058118	8.700000	19.547180
599.756144	4401.920269	8.800000	19.547180
602.319950	4479.420797	8.900000	19.547180
604.793594	4556.501519	9.000000	19.547180
606.758055	4639.268661	9.100000	19.353552
608.622590	4721.572138	9.200000	19.353552
610.387149	4803.347440	9.300000	19.353552
612.051821	4884.531808	9.400000	19.353552
613.616832	4965.064413	9.500000	19.353552
615.082539	5044.886531	9.600000	19.353552
616.449427	5123.941693	9.700000	19.353552
617.718109	5202.175829	9.800000	19.353552
618.889317	5279.537392	9.900000	19.353552
619.963902	5355.977469	10.000000	19.353552
620.816135	5433.500539	10.100000	19.295478
621.571285	5510.014450	10.200000	19.295478
622.230579	5585.475289	10.300000	19.295478
622.795343	5659.842158	10.400000	19.295478
